t -  arbitrary time, [c]	M - mean anomaly, [rad]	E - eccentric anonaly, [rad]	Theta - true anomaly, [rad]
3135	3.5345	3.53431	3.53431
3136	3.53563	3.53543	3.53543
3137	3.53676	3.53656	3.53656
3138	3.53789	3.53769	3.53769
3139	3.53901	3.53881	3.53881
3140	3.54014	3.53994	3.53994
3141	3.54127	3.54107	3.54107
3142	3.5424	3.54219	3.54219
3143	3.54352	3.54332	3.54332
3144	3.54465	3.54445	3.54445
3145	3.54578	3.54557	3.54557
3146	3.5469	3.5467	3.5467
3147	3.54803	3.54783	3.54783
3148	3.54916	3.54896	3.54896
3149	3.55029	3.55008	3.55008
3150	3.55141	3.55121	3.55121
3151	3.55254	3.55234	3.55234
3152	3.55367	3.55346	3.55346
3153	3.5548	3.55459	3.55459
3154	3.55592	3.55572	3.55572
3155	3.55705	3.55684	3.55684
3156	3.55818	3.55797	3.55797
3157	3.55931	3.5591	3.5591
3158	3.56043	3.56022	3.56022
3159	3.56156	3.56135	3.56135
3160	3.56269	3.56248	3.56248
3161	3.56382	3.56361	3.56361
3162	3.56494	3.56473	3.56473
3163	3.56607	3.56586	3.56586
3164	3.5672	3.56699	3.56699
3165	3.56833	3.56811	3.56811
3166	3.56945	3.56924	3.56924
3167	3.57058	3.57037	3.57037
3168	3.57171	3.57149	3.57149
3169	3.57284	3.57262	3.57262
3170	3.57396	3.57375	3.57375
3171	3.57509	3.57487	3.57487
3172	3.57622	3.576	3.576
3173	3.57735	3.57713	3.57713
3174	3.57847	3.57826	3.57826
3175	3.5796	3.57938	3.57938
3176	3.58073	3.58051	3.58051
3177	3.58186	3.58164	3.58164
3178	3.58298	3.58276	3.58276
3179	3.58411	3.58389	3.58389
3180	3.58524	3.58502	3.58502
3181	3.58637	3.58614	3.58614
3182	3.58749	3.58727	3.58727
3183	3.58862	3.5884	3.5884
3184	3.58975	3.58952	3.58952
3185	3.59087	3.59065	3.59065
3186	3.592	3.59178	3.59178
3187	3.59313	3.5929	3.5929
3188	3.59426	3.59403	3.59403
3189	3.59538	3.59516	3.59516
3190	3.59651	3.59629	3.59629
3191	3.59764	3.59741	3.59741
3192	3.59877	3.59854	3.59854
3193	3.59989	3.59967	3.59967
3194	3.60102	3.60079	3.60079
3195	3.60215	3.60192	3.60192
3196	3.60328	3.60305	3.60305
3197	3.6044	3.60417	3.60417
3198	3.60553	3.6053	3.6053
3199	3.60666	3.60643	3.60643
3200	3.60779	3.60755	3.60755
3201	3.60891	3.60868	3.60868
3202	3.61004	3.60981	3.60981
3203	3.61117	3.61094	3.61094
3204	3.6123	3.61206	3.61206
3205	3.61342	3.61319	3.61319
3206	3.61455	3.61432	3.61432
3207	3.61568	3.61544	3.61544
3208	3.61681	3.61657	3.61657
3209	3.61793	3.6177	3.6177
3210	3.61906	3.61882	3.61882
3211	3.62019	3.61995	3.61995
3212	3.62132	3.62108	3.62108
3213	3.62244	3.6222	3.6222
3214	3.62357	3.62333	3.62333
3215	3.6247	3.62446	3.62446
3216	3.62583	3.62559	3.62559
3217	3.62695	3.62671	3.62671
3218	3.62808	3.62784	3.62784
3219	3.62921	3.62897	3.62897
3220	3.63033	3.63009	3.63009
3221	3.63146	3.63122	3.63122
3222	3.63259	3.63235	3.63235
3223	3.63372	3.63347	3.63347
3224	3.63484	3.6346	3.6346
3225	3.63597	3.63573	3.63573
3226	3.6371	3.63685	3.63685
3227	3.63823	3.63798	3.63798
3228	3.63935	3.63911	3.63911
3229	3.64048	3.64024	3.64024
3230	3.64161	3.64136	3.64136
3231	3.64274	3.64249	3.64249
3232	3.64386	3.64362	3.64362
3233	3.64499	3.64474	3.64474
3234	3.64612	3.64587	3.64587
3235	3.64725	3.647	3.647
3236	3.64837	3.64812	3.64812
3237	3.6495	3.64925	3.64925
3238	3.65063	3.65038	3.65038
3239	3.65176	3.6515	3.6515
3240	3.65288	3.65263	3.65263
3241	3.65401	3.65376	3.65376
3242	3.65514	3.65489	3.65489
3243	3.65627	3.65601	3.65601
3244	3.65739	3.65714	3.65714
3245	3.65852	3.65827	3.65827
3246	3.65965	3.65939	3.65939
3247	3.66078	3.66052	3.66052
3248	3.6619	3.66165	3.66165
3249	3.66303	3.66277	3.66277
3250	3.66416	3.6639	3.6639
3251	3.66529	3.66503	3.66503
3252	3.66641	3.66615	3.66615
3253	3.66754	3.66728	3.66728
3254	3.66867	3.66841	3.66841
3255	3.6698	3.66954	3.66954
3256	3.67092	3.67066	3.67066
3257	3.67205	3.67179	3.67179
3258	3.67318	3.67292	3.67292
3259	3.6743	3.67404	3.67404
3260	3.67543	3.67517	3.67517
3261	3.67656	3.6763	3.6763
3262	3.67769	3.67742	3.67742
3263	3.67881	3.67855	3.67855
3264	3.67994	3.67968	3.67968
3265	3.68107	3.6808	3.6808
3266	3.6822	3.68193	3.68193
3267	3.68332	3.68306	3.68306
3268	3.68445	3.68419	3.68419
3269	3.68558	3.68531	3.68531
3270	3.68671	3.68644	3.68644
3271	3.68783	3.68757	3.68757
3272	3.68896	3.68869	3.68869
3273	3.69009	3.68982	3.68982
3274	3.69122	3.69095	3.69095
3275	3.69234	3.69207	3.69207
3276	3.69347	3.6932	3.6932
3277	3.6946	3.69433	3.69433
3278	3.69573	3.69545	3.69545
3279	3.69685	3.69658	3.69658
3280	3.69798	3.69771	3.69771
3281	3.69911	3.69884	3.69884
3282	3.70024	3.69996	3.69996
3283	3.70136	3.70109	3.70109
3284	3.70249	3.70222	3.70222
3285	3.70362	3.70334	3.70334
3286	3.70475	3.70447	3.70447
3287	3.70587	3.7056	3.7056
3288	3.707	3.70672	3.70672
3289	3.70813	3.70785	3.70785
3290	3.70926	3.70898	3.70898
3291	3.71038	3.71011	3.71011
3292	3.71151	3.71123	3.71123
3293	3.71264	3.71236	3.71236
3294	3.71377	3.71349	3.71349
3295	3.71489	3.71461	3.71461
3296	3.71602	3.71574	3.71574
3297	3.71715	3.71687	3.71687
3298	3.71827	3.71799	3.71799
3299	3.7194	3.71912	3.71912
3300	3.72053	3.72025	3.72025
3301	3.72166	3.72137	3.72137
3302	3.72278	3.7225	3.7225
3303	3.72391	3.72363	3.72363
3304	3.72504	3.72476	3.72476
3305	3.72617	3.72588	3.72588
3306	3.72729	3.72701	3.72701
3307	3.72842	3.72814	3.72814
3308	3.72955	3.72926	3.72926
3309	3.73068	3.73039	3.73039
3310	3.7318	3.73152	3.73152
3311	3.73293	3.73264	3.73264
3312	3.73406	3.73377	3.73377
3313	3.73519	3.7349	3.7349
3314	3.73631	3.73602	3.73602
3315	3.73744	3.73715	3.73715
3316	3.73857	3.73828	3.73828
3317	3.7397	3.73941	3.73941
3318	3.74082	3.74053	3.74053
3319	3.74195	3.74166	3.74166
3320	3.74308	3.74279	3.74279
3321	3.74421	3.74391	3.74391
3322	3.74533	3.74504	3.74504
3323	3.74646	3.74617	3.74617
3324	3.74759	3.74729	3.74729
3325	3.74872	3.74842	3.74842
3326	3.74984	3.74955	3.74955
3327	3.75097	3.75068	3.75068
3328	3.7521	3.7518	3.7518
3329	3.75323	3.75293	3.75293
3330	3.75435	3.75406	3.75406
3331	3.75548	3.75518	3.75518
3332	3.75661	3.75631	3.75631
3333	3.75773	3.75744	3.75744
3334	3.75886	3.75856	3.75856
3335	3.75999	3.75969	3.75969
3336	3.76112	3.76082	3.76082
3337	3.76224	3.76194	3.76194
3338	3.76337	3.76307	3.76307
3339	3.7645	3.7642	3.7642
3340	3.76563	3.76533	3.76533
3341	3.76675	3.76645	3.76645
3342	3.76788	3.76758	3.76758
3343	3.76901	3.76871	3.76871
3344	3.77014	3.76983	3.76983
3345	3.77126	3.77096	3.77096
3346	3.77239	3.77209	3.77209
3347	3.77352	3.77321	3.77321
3348	3.77465	3.77434	3.77434
3349	3.77577	3.77547	3.77547
3350	3.7769	3.7766	3.7766
3351	3.77803	3.77772	3.77772
3352	3.77916	3.77885	3.77885
3353	3.78028	3.77998	3.77998
3354	3.78141	3.7811	3.7811
3355	3.78254	3.78223	3.78223
3356	3.78367	3.78336	3.78336
3357	3.78479	3.78448	3.78448
3358	3.78592	3.78561	3.78561
3359	3.78705	3.78674	3.78674
3360	3.78818	3.78787	3.78787
3361	3.7893	3.78899	3.78899
3362	3.79043	3.79012	3.79012
3363	3.79156	3.79125	3.79125
3364	3.79269	3.79237	3.79237
3365	3.79381	3.7935	3.7935
3366	3.79494	3.79463	3.79463
3367	3.79607	3.79575	3.79575
3368	3.7972	3.79688	3.79688
3369	3.79832	3.79801	3.79801
3370	3.79945	3.79913	3.79913
3371	3.80058	3.80026	3.80026
3372	3.8017	3.80139	3.80139
3373	3.80283	3.80252	3.80252
3374	3.80396	3.80364	3.80364
3375	3.80509	3.80477	3.80477
3376	3.80621	3.8059	3.8059
3377	3.80734	3.80702	3.80702
3378	3.80847	3.80815	3.80815
3379	3.8096	3.80928	3.80928
3380	3.81072	3.8104	3.8104
3381	3.81185	3.81153	3.81153
3382	3.81298	3.81266	3.81266
3383	3.81411	3.81379	3.81379
3384	3.81523	3.81491	3.81491
3385	3.81636	3.81604	3.81604
3386	3.81749	3.81717	3.81717
3387	3.81862	3.81829	3.81829
3388	3.81974	3.81942	3.81942
3389	3.82087	3.82055	3.82055
3390	3.822	3.82167	3.82167
3391	3.82313	3.8228	3.8228
3392	3.82425	3.82393	3.82393
3393	3.82538	3.82506	3.82506
3394	3.82651	3.82618	3.82618
3395	3.82764	3.82731	3.82731
3396	3.82876	3.82844	3.82844
3397	3.82989	3.82956	3.82956
3398	3.83102	3.83069	3.83069
3399	3.83215	3.83182	3.83182
3400	3.83327	3.83294	3.83294
3401	3.8344	3.83407	3.83407
3402	3.83553	3.8352	3.8352
3403	3.83666	3.83633	3.83633
3404	3.83778	3.83745	3.83745
3405	3.83891	3.83858	3.83858
3406	3.84004	3.83971	3.83971
3407	3.84116	3.84083	3.84083
3408	3.84229	3.84196	3.84196
3409	3.84342	3.84309	3.84309
3410	3.84455	3.84421	3.84421
3411	3.84567	3.84534	3.84534
3412	3.8468	3.84647	3.84647
3413	3.84793	3.8476	3.8476
3414	3.84906	3.84872	3.84872
3415	3.85018	3.84985	3.84985
3416	3.85131	3.85098	3.85098
3417	3.85244	3.8521	3.8521
3418	3.85357	3.85323	3.85323
3419	3.85469	3.85436	3.85436
3420	3.85582	3.85548	3.85548
3421	3.85695	3.85661	3.85661
3422	3.85808	3.85774	3.85774
3423	3.8592	3.85887	3.85887
3424	3.86033	3.85999	3.85999
3425	3.86146	3.86112	3.86112
3426	3.86259	3.86225	3.86225
3427	3.86371	3.86337	3.86337
3428	3.86484	3.8645	3.8645
3429	3.86597	3.86563	3.86563
3430	3.8671	3.86675	3.86675
3431	3.86822	3.86788	3.86788
3432	3.86935	3.86901	3.86901
3433	3.87048	3.87014	3.87014
3434	3.87161	3.87126	3.87126
3435	3.87273	3.87239	3.87239
3436	3.87386	3.87352	3.87352
3437	3.87499	3.87464	3.87464
3438	3.87612	3.87577	3.87577
3439	3.87724	3.8769	3.8769
3440	3.87837	3.87802	3.87802
3441	3.8795	3.87915	3.87915
3442	3.88063	3.88028	3.88028
3443	3.88175	3.88141	3.88141
3444	3.88288	3.88253	3.88253
3445	3.88401	3.88366	3.88366
3446	3.88513	3.88479	3.88479
3447	3.88626	3.88591	3.88591
3448	3.88739	3.88704	3.88704
3449	3.88852	3.88817	3.88817
3450	3.88964	3.88929	3.88929
3451	3.89077	3.89042	3.89042
3452	3.8919	3.89155	3.89155
3453	3.89303	3.89268	3.89268
3454	3.89415	3.8938	3.8938
3455	3.89528	3.89493	3.89493
3456	3.89641	3.89606	3.89606
3457	3.89754	3.89718	3.89718
3458	3.89866	3.89831	3.89831
3459	3.89979	3.89944	3.89944
3460	3.90092	3.90056	3.90056
3461	3.90205	3.90169	3.90169
3462	3.90317	3.90282	3.90282
3463	3.9043	3.90395	3.90395
3464	3.90543	3.90507	3.90507
3465	3.90656	3.9062	3.9062
3466	3.90768	3.90733	3.90733
3467	3.90881	3.90845	3.90845
3468	3.90994	3.90958	3.90958
3469	3.91107	3.91071	3.91071
3470	3.91219	3.91183	3.91183
3471	3.91332	3.91296	3.91296
3472	3.91445	3.91409	3.91409
3473	3.91558	3.91522	3.91522
3474	3.9167	3.91634	3.91634
3475	3.91783	3.91747	3.91747
3476	3.91896	3.9186	3.9186
3477	3.92009	3.91972	3.91972
3478	3.92121	3.92085	3.92085
3479	3.92234	3.92198	3.92198
3480	3.92347	3.9231	3.9231
3481	3.9246	3.92423	3.92423
3482	3.92572	3.92536	3.92536
3483	3.92685	3.92649	3.92649
3484	3.92798	3.92761	3.92761
3485	3.9291	3.92874	3.92874
3486	3.93023	3.92987	3.92987
3487	3.93136	3.93099	3.93099
3488	3.93249	3.93212	3.93212
3489	3.93361	3.93325	3.93325
3490	3.93474	3.93437	3.93437
3491	3.93587	3.9355	3.9355
3492	3.937	3.93663	3.93663
3493	3.93812	3.93776	3.93776
3494	3.93925	3.93888	3.93888
3495	3.94038	3.94001	3.94001
3496	3.94151	3.94114	3.94114
3497	3.94263	3.94226	3.94226
3498	3.94376	3.94339	3.94339
3499	3.94489	3.94452	3.94452
3500	3.94602	3.94565	3.94565
3501	3.94714	3.94677	3.94677
3502	3.94827	3.9479	3.9479
3503	3.9494	3.94903	3.94903
3504	3.95053	3.95015	3.95015
3505	3.95165	3.95128	3.95128
3506	3.95278	3.95241	3.95241
3507	3.95391	3.95353	3.95353
3508	3.95504	3.95466	3.95466
3509	3.95616	3.95579	3.95579
3510	3.95729	3.95692	3.95692
3511	3.95842	3.95804	3.95804
3512	3.95955	3.95917	3.95917
3513	3.96067	3.9603	3.9603
3514	3.9618	3.96142	3.96142
3515	3.96293	3.96255	3.96255
3516	3.96406	3.96368	3.96368
3517	3.96518	3.9648	3.9648
3518	3.96631	3.96593	3.96593
3519	3.96744	3.96706	3.96706
3520	3.96856	3.96819	3.96819
3521	3.96969	3.96931	3.96931
3522	3.97082	3.97044	3.97044
3523	3.97195	3.97157	3.97157
3524	3.97307	3.97269	3.97269
3525	3.9742	3.97382	3.97382
3526	3.97533	3.97495	3.97495
3527	3.97646	3.97607	3.97607
3528	3.97758	3.9772	3.9772
3529	3.97871	3.97833	3.97833
3530	3.97984	3.97946	3.97946
3531	3.98097	3.98058	3.98058
3532	3.98209	3.98171	3.98171
3533	3.98322	3.98284	3.98284
3534	3.98435	3.98396	3.98396
3535	3.98548	3.98509	3.98509
3536	3.9866	3.98622	3.98622
3537	3.98773	3.98735	3.98735
3538	3.98886	3.98847	3.98847
3539	3.98999	3.9896	3.9896
3540	3.99111	3.99073	3.99073
3541	3.99224	3.99185	3.99185
3542	3.99337	3.99298	3.99298
3543	3.9945	3.99411	3.99411
3544	3.99562	3.99523	3.99523
3545	3.99675	3.99636	3.99636
3546	3.99788	3.99749	3.99749
3547	3.99901	3.99862	3.99862
3548	4.00013	3.99974	3.99974
3549	4.00126	4.00087	4.00087
3550	4.00239	4.002	4.002
3551	4.00352	4.00312	4.00312
3552	4.00464	4.00425	4.00425
3553	4.00577	4.00538	4.00538
3554	4.0069	4.00651	4.00651
3555	4.00803	4.00763	4.00763
3556	4.00915	4.00876	4.00876
3557	4.01028	4.00989	4.00989
3558	4.01141	4.01101	4.01101
3559	4.01253	4.01214	4.01214
3560	4.01366	4.01327	4.01327
3561	4.01479	4.01439	4.01439
3562	4.01592	4.01552	4.01552
3563	4.01704	4.01665	4.01665
3564	4.01817	4.01778	4.01778
3565	4.0193	4.0189	4.0189
3566	4.02043	4.02003	4.02003
3567	4.02155	4.02116	4.02116
3568	4.02268	4.02228	4.02228
3569	4.02381	4.02341	4.02341
3570	4.02494	4.02454	4.02454
3571	4.02606	4.02567	4.02567
3572	4.02719	4.02679	4.02679
3573	4.02832	4.02792	4.02792
3574	4.02945	4.02905	4.02905
3575	4.03057	4.03017	4.03017
3576	4.0317	4.0313	4.0313
3577	4.03283	4.03243	4.03243
3578	4.03396	4.03355	4.03355
3579	4.03508	4.03468	4.03468
3580	4.03621	4.03581	4.03581
3581	4.03734	4.03694	4.03694
3582	4.03847	4.03806	4.03806
3583	4.03959	4.03919	4.03919
3584	4.04072	4.04032	4.04032
3585	4.04185	4.04144	4.04144
3586	4.04298	4.04257	4.04257
3587	4.0441	4.0437	4.0437
3588	4.04523	4.04483	4.04483
3589	4.04636	4.04595	4.04595
3590	4.04749	4.04708	4.04708
3591	4.04861	4.04821	4.04821
3592	4.04974	4.04933	4.04933
3593	4.05087	4.05046	4.05046
3594	4.05199	4.05159	4.05159
3595	4.05312	4.05272	4.05272
3596	4.05425	4.05384	4.05384
3597	4.05538	4.05497	4.05497
3598	4.0565	4.0561	4.0561
3599	4.05763	4.05722	4.05722
3600	4.05876	4.05835	4.05835
3601	4.05989	4.05948	4.05948
3602	4.06101	4.0606	4.0606
3603	4.06214	4.06173	4.06173
3604	4.06327	4.06286	4.06286
3605	4.0644	4.06399	4.06399
3606	4.06552	4.06511	4.06511
3607	4.06665	4.06624	4.06624
3608	4.06778	4.06737	4.06737
3609	4.06891	4.06849	4.06849
3610	4.07003	4.06962	4.06962
3611	4.07116	4.07075	4.07075
3612	4.07229	4.07188	4.07188
3613	4.07342	4.073	4.073
3614	4.07454	4.07413	4.07413
3615	4.07567	4.07526	4.07526
3616	4.0768	4.07638	4.07638
3617	4.07793	4.07751	4.07751
3618	4.07905	4.07864	4.07864
3619	4.08018	4.07977	4.07977
3620	4.08131	4.08089	4.08089
3621	4.08244	4.08202	4.08202
3622	4.08356	4.08315	4.08315
3623	4.08469	4.08427	4.08427
3624	4.08582	4.0854	4.0854
3625	4.08695	4.08653	4.08653
3626	4.08807	4.08765	4.08765
3627	4.0892	4.08878	4.08878
3628	4.09033	4.08991	4.08991
3629	4.09146	4.09104	4.09104
3630	4.09258	4.09216	4.09216
3631	4.09371	4.09329	4.09329
3632	4.09484	4.09442	4.09442
3633	4.09596	4.09554	4.09554
3634	4.09709	4.09667	4.09667
3635	4.09822	4.0978	4.0978
3636	4.09935	4.09893	4.09893
3637	4.10047	4.10005	4.10005
3638	4.1016	4.10118	4.10118
3639	4.10273	4.10231	4.10231
3640	4.10386	4.10343	4.10343
3641	4.10498	4.10456	4.10456
3642	4.10611	4.10569	4.10569
3643	4.10724	4.10682	4.10682
3644	4.10837	4.10794	4.10794
3645	4.10949	4.10907	4.10907
3646	4.11062	4.1102	4.1102
3647	4.11175	4.11132	4.11132
3648	4.11288	4.11245	4.11245
3649	4.114	4.11358	4.11358
3650	4.11513	4.11471	4.11471
3651	4.11626	4.11583	4.11583
3652	4.11739	4.11696	4.11696
3653	4.11851	4.11809	4.11809
3654	4.11964	4.11921	4.11921
3655	4.12077	4.12034	4.12034
3656	4.1219	4.12147	4.12147
3657	4.12302	4.12259	4.12259
3658	4.12415	4.12372	4.12372
3659	4.12528	4.12485	4.12485
3660	4.12641	4.12598	4.12598
3661	4.12753	4.1271	4.1271
3662	4.12866	4.12823	4.12823
3663	4.12979	4.12936	4.12936
3664	4.13092	4.13048	4.13048
3665	4.13204	4.13161	4.13161
3666	4.13317	4.13274	4.13274
3667	4.1343	4.13387	4.13387
3668	4.13543	4.13499	4.13499
3669	4.13655	4.13612	4.13612
3670	4.13768	4.13725	4.13725
3671	4.13881	4.13837	4.13837
3672	4.13993	4.1395	4.1395
3673	4.14106	4.14063	4.14063
3674	4.14219	4.14176	4.14176
3675	4.14332	4.14288	4.14288
3676	4.14444	4.14401	4.14401
3677	4.14557	4.14514	4.14514
3678	4.1467	4.14626	4.14626
3679	4.14783	4.14739	4.14739
3680	4.14895	4.14852	4.14852
3681	4.15008	4.14965	4.14965
3682	4.15121	4.15077	4.15077
3683	4.15234	4.1519	4.1519
3684	4.15346	4.15303	4.15303
3685	4.15459	4.15415	4.15415
3686	4.15572	4.15528	4.15528
3687	4.15685	4.15641	4.15641
3688	4.15797	4.15754	4.15754
3689	4.1591	4.15866	4.15866
3690	4.16023	4.15979	4.15979
3691	4.16136	4.16092	4.16092
3692	4.16248	4.16204	4.16204
3693	4.16361	4.16317	4.16317
3694	4.16474	4.1643	4.1643
3695	4.16587	4.16543	4.16543
3696	4.16699	4.16655	4.16655
3697	4.16812	4.16768	4.16768
3698	4.16925	4.16881	4.16881
3699	4.17038	4.16993	4.16993
3700	4.1715	4.17106	4.17106
3701	4.17263	4.17219	4.17219
3702	4.17376	4.17332	4.17332
3703	4.17489	4.17444	4.17444
3704	4.17601	4.17557	4.17557
3705	4.17714	4.1767	4.1767
3706	4.17827	4.17782	4.17782
3707	4.17939	4.17895	4.17895
3708	4.18052	4.18008	4.18008
3709	4.18165	4.18121	4.18121
3710	4.18278	4.18233	4.18233
3711	4.1839	4.18346	4.18346
3712	4.18503	4.18459	4.18459
3713	4.18616	4.18571	4.18571
3714	4.18729	4.18684	4.18684
3715	4.18841	4.18797	4.18797
3716	4.18954	4.1891	4.1891
3717	4.19067	4.19022	4.19022
3718	4.1918	4.19135	4.19135
3719	4.19292	4.19248	4.19248
3720	4.19405	4.1936	4.1936
3721	4.19518	4.19473	4.19473
3722	4.19631	4.19586	4.19586
3723	4.19743	4.19699	4.19699
3724	4.19856	4.19811	4.19811
3725	4.19969	4.19924	4.19924
3726	4.20082	4.20037	4.20037
3727	4.20194	4.20149	4.20149
3728	4.20307	4.20262	4.20262
3729	4.2042	4.20375	4.20375
3730	4.20533	4.20488	4.20488
3731	4.20645	4.206	4.206
3732	4.20758	4.20713	4.20713
3733	4.20871	4.20826	4.20826
3734	4.20984	4.20938	4.20938
3735	4.21096	4.21051	4.21051
3736	4.21209	4.21164	4.21164
3737	4.21322	4.21277	4.21277
3738	4.21435	4.21389	4.21389
3739	4.21547	4.21502	4.21502
3740	4.2166	4.21615	4.21615
3741	4.21773	4.21727	4.21727
3742	4.21886	4.2184	4.2184
3743	4.21998	4.21953	4.21953
3744	4.22111	4.22066	4.22066
3745	4.22224	4.22178	4.22178
3746	4.22336	4.22291	4.22291
3747	4.22449	4.22404	4.22404
3748	4.22562	4.22516	4.22516
3749	4.22675	4.22629	4.22629
3750	4.22787	4.22742	4.22742
3751	4.229	4.22855	4.22855
3752	4.23013	4.22967	4.22967
3753	4.23126	4.2308	4.2308
3754	4.23238	4.23193	4.23193
3755	4.23351	4.23305	4.23305
3756	4.23464	4.23418	4.23418
3757	4.23577	4.23531	4.23531
3758	4.23689	4.23644	4.23644
3759	4.23802	4.23756	4.23756
3760	4.23915	4.23869	4.23869
3761	4.24028	4.23982	4.23982
3762	4.2414	4.24094	4.24094
3763	4.24253	4.24207	4.24207
3764	4.24366	4.2432	4.2432
3765	4.24479	4.24433	4.24433
3766	4.24591	4.24545	4.24545
3767	4.24704	4.24658	4.24658
3768	4.24817	4.24771	4.24771
3769	4.2493	4.24883	4.24883
3770	4.25042	4.24996	4.24996
3771	4.25155	4.25109	4.25109
3772	4.25268	4.25222	4.25222
3773	4.25381	4.25334	4.25334
3774	4.25493	4.25447	4.25447
3775	4.25606	4.2556	4.2556
3776	4.25719	4.25672	4.25672
3777	4.25832	4.25785	4.25785
3778	4.25944	4.25898	4.25898
3779	4.26057	4.26011	4.26011
3780	4.2617	4.26123	4.26123
3781	4.26282	4.26236	4.26236
3782	4.26395	4.26349	4.26349
3783	4.26508	4.26462	4.26462
3784	4.26621	4.26574	4.26574
3785	4.26733	4.26687	4.26687
3786	4.26846	4.268	4.268
3787	4.26959	4.26912	4.26912
3788	4.27072	4.27025	4.27025
3789	4.27184	4.27138	4.27138
3790	4.27297	4.27251	4.27251
3791	4.2741	4.27363	4.27363
3792	4.27523	4.27476	4.27476
3793	4.27635	4.27589	4.27589
3794	4.27748	4.27701	4.27701
3795	4.27861	4.27814	4.27814
3796	4.27974	4.27927	4.27927
3797	4.28086	4.2804	4.2804
3798	4.28199	4.28152	4.28152
3799	4.28312	4.28265	4.28265
3800	4.28425	4.28378	4.28378
3801	4.28537	4.2849	4.2849
3802	4.2865	4.28603	4.28603
3803	4.28763	4.28716	4.28716
3804	4.28876	4.28829	4.28829
3805	4.28988	4.28941	4.28941
3806	4.29101	4.29054	4.29054
3807	4.29214	4.29167	4.29167
3808	4.29327	4.29279	4.29279
3809	4.29439	4.29392	4.29392
3810	4.29552	4.29505	4.29505
3811	4.29665	4.29618	4.29618
3812	4.29778	4.2973	4.2973
3813	4.2989	4.29843	4.29843
3814	4.30003	4.29956	4.29956
3815	4.30116	4.30069	4.30069
3816	4.30229	4.30181	4.30181
3817	4.30341	4.30294	4.30294
3818	4.30454	4.30407	4.30407
3819	4.30567	4.30519	4.30519
3820	4.30679	4.30632	4.30632
3821	4.30792	4.30745	4.30745
3822	4.30905	4.30858	4.30858
3823	4.31018	4.3097	4.3097
3824	4.3113	4.31083	4.31083
3825	4.31243	4.31196	4.31196
3826	4.31356	4.31308	4.31308
3827	4.31469	4.31421	4.31421
3828	4.31581	4.31534	4.31534
3829	4.31694	4.31647	4.31647
3830	4.31807	4.31759	4.31759
3831	4.3192	4.31872	4.31872
3832	4.32032	4.31985	4.31985
3833	4.32145	4.32097	4.32097
3834	4.32258	4.3221	4.3221
3835	4.32371	4.32323	4.32323
3836	4.32483	4.32436	4.32436
3837	4.32596	4.32548	4.32548
3838	4.32709	4.32661	4.32661
3839	4.32822	4.32774	4.32774
3840	4.32934	4.32887	4.32887
3841	4.33047	4.32999	4.32999
3842	4.3316	4.33112	4.33112
3843	4.33273	4.33225	4.33225
3844	4.33385	4.33337	4.33337
3845	4.33498	4.3345	4.3345
3846	4.33611	4.33563	4.33563
3847	4.33724	4.33676	4.33676
3848	4.33836	4.33788	4.33788
3849	4.33949	4.33901	4.33901
3850	4.34062	4.34014	4.34014
3851	4.34175	4.34126	4.34126
3852	4.34287	4.34239	4.34239
3853	4.344	4.34352	4.34352
3854	4.34513	4.34465	4.34465
3855	4.34626	4.34577	4.34577
3856	4.34738	4.3469	4.3469
3857	4.34851	4.34803	4.34803
3858	4.34964	4.34916	4.34916
3859	4.35076	4.35028	4.35028
3860	4.35189	4.35141	4.35141
3861	4.35302	4.35254	4.35254
3862	4.35415	4.35366	4.35366
3863	4.35527	4.35479	4.35479
3864	4.3564	4.35592	4.35592
3865	4.35753	4.35705	4.35705
3866	4.35866	4.35817	4.35817
3867	4.35978	4.3593	4.3593
3868	4.36091	4.36043	4.36043
3869	4.36204	4.36156	4.36156
3870	4.36317	4.36268	4.36268
3871	4.36429	4.36381	4.36381
3872	4.36542	4.36494	4.36494
3873	4.36655	4.36606	4.36606
3874	4.36768	4.36719	4.36719
3875	4.3688	4.36832	4.36832
3876	4.36993	4.36945	4.36945
3877	4.37106	4.37057	4.37057
3878	4.37219	4.3717	4.3717
3879	4.37331	4.37283	4.37283
3880	4.37444	4.37395	4.37395
3881	4.37557	4.37508	4.37508
3882	4.3767	4.37621	4.37621
3883	4.37782	4.37734	4.37734
3884	4.37895	4.37846	4.37846
3885	4.38008	4.37959	4.37959
3886	4.38121	4.38072	4.38072
3887	4.38233	4.38185	4.38185
3888	4.38346	4.38297	4.38297
3889	4.38459	4.3841	4.3841
3890	4.38572	4.38523	4.38523
3891	4.38684	4.38635	4.38635
3892	4.38797	4.38748	4.38748
3893	4.3891	4.38861	4.38861
3894	4.39022	4.38974	4.38974
3895	4.39135	4.39086	4.39086
3896	4.39248	4.39199	4.39199
3897	4.39361	4.39312	4.39312
3898	4.39473	4.39425	4.39425
3899	4.39586	4.39537	4.39537
3900	4.39699	4.3965	4.3965
3901	4.39812	4.39763	4.39763
3902	4.39924	4.39875	4.39875
3903	4.40037	4.39988	4.39988
3904	4.4015	4.40101	4.40101
3905	4.40263	4.40214	4.40214
3906	4.40375	4.40326	4.40326
3907	4.40488	4.40439	4.40439
3908	4.40601	4.40552	4.40552
3909	4.40714	4.40664	4.40664
